order_id,year,month,quarter,is_weekend_order,platform,country,customer_segment,customer_age_group,customer_gender,acquisition_channel,device_used,product_category,unit_price_usd,quantity_ordered,order_value_usd,discount_pct,discount_amount_usd,final_amount_usd,shipping_cost_usd,tax_amount_usd,total_paid_usd,payment_method,shipping_method,delivery_days,product_rating,review_submitted,returned,return_reason,customer_satisfaction,session_duration_minutes,pages_viewed,cart_abandoned_before,wishlist_used,coupon_used,subscription_member,repeat_purchase_count,loyalty_points
ORD0009565,2022,3,Q1,No,Daraz,Saudi Arabia,Loyal Customer,25-34,Prefer not to say,Influencer,Mobile,Books & Education,30.89,1,30.89,10,3.09,27.8,0,5.16,32.96,Credit Card,Free Shipping,6,3,No,No,None,Very Satisfied,68.5,4,No,No,No,No,8,312
ORD0009566,2022,1,Q1,No,Daraz,Bangladesh,New Customer,35-44,Male,Influencer,Desktop,Electronics,594.51,1,594.51,40,237.8,356.71,0,35.01,391.72,PayPal,Free Shipping,5,5,Yes,No,None,Satisfied,23.9,5,No,Yes,No,No,0,0
ORD0009567,2021,12,Q4,Yes,Flipkart,Saudi Arabia,Loyal Customer,35-44,Male,Direct,Mobile,Toys & Games,109.57,1,109.57,0,0,109.57,3.79,16.91,130.27,PayPal,Standard,8,3,No,Yes,Defective Product,Neutral,9,6,No,Yes,No,Yes,7,252
ORD0009568,2024,4,Q2,Yes,WooCommerce,Pakistan,VIP Customer,25-34,Male,Influencer,Mobile,Health & Wellness,183.95,1,183.95,5,9.2,174.75,4.32,30.26,209.33,Credit Card,Standard,5,3,No,No,None,Satisfied,28.8,6,Yes,No,No,No,28,1260
ORD0009569,2024,12,Q4,No,Shopify Store,USA,New Customer,35-44,Female,Organic Search,Mobile,Home & Kitchen,130.56,1,130.56,0,0,130.56,4.2,18.55,153.31,Bank Transfer,Click & Collect,1,3,Yes,No,None,Very Satisfied,32.5,4,No,No,No,No,0,0
ORD0009570,2023,10,Q4,Yes,Amazon,UAE,Inactive Customer,25-34,Female,Social Media,Desktop,Sports & Fitness,186.81,1,186.81,10,18.68,168.13,0,11.63,179.76,Debit Card,Free Shipping,4,4,Yes,No,None,Neutral,21.8,8,Yes,No,No,No,1,36
ORD0009571,2023,9,Q3,Yes,eBay,Saudi Arabia,New Customer,18-24,Male,Paid Ads,Desktop,Food & Grocery,31.04,1,31.04,0,0,31.04,4.32,3.11,38.47,Credit Card,Standard,6,4,Yes,No,None,Satisfied,37.8,7,No,No,Yes,No,0,0
ORD0009572,2021,9,Q3,No,Amazon,India,Loyal Customer,55-64,Female,Email Campaign,Mobile,Fashion & Apparel,148.31,5,741.55,30,222.46,519.09,19.1,50.76,588.95,Credit Card,Express,2,4,No,No,None,Satisfied,16.7,4,No,Yes,No,No,13,390
ORD0009573,2022,5,Q2,Yes,WooCommerce,USA,Returning Customer,45-54,Female,Organic Search,Tablet,Mobile & Tablets,262.43,1,262.43,10,26.24,236.19,5.68,22.73,264.6,Debit Card,Standard,6,5,No,No,None,Dissatisfied,13.5,3,No,Yes,No,Yes,3,78
ORD0009574,2022,6,Q2,No,Shopify Store,UAE,Inactive Customer,35-44,Male,Paid Ads,Mobile,Beauty & Personal Care,53.79,3,161.37,0,0,161.37,0,30.38,191.75,Debit Card,Free Shipping,7,5,No,No,None,Satisfied,43.9,4,No,No,No,Yes,0,0
ORD0009575,2023,4,Q2,No,Noon,USA,New Customer,35-44,Male,App Notification,Tablet,Electronics,389.09,2,778.18,25,194.54,583.64,0,73.41,657.05,Bank Transfer,Free Shipping,4,5,Yes,No,None,Very Satisfied,25.5,6,No,No,No,No,0,0
ORD0009576,2024,3,Q1,No,eBay,Pakistan,Inactive Customer,18-24,Male,Paid Ads,Tablet,Fashion & Apparel,119.31,1,119.31,5,5.97,113.34,0,16.58,129.92,Debit Card,Free Shipping,6,4,No,No,None,Neutral,52.5,7,No,No,Yes,No,0,0
ORD0009577,2022,5,Q2,No,Shopify Store,Nigeria,Loyal Customer,25-34,Male,App Notification,Mobile,Sports & Fitness,127.25,1,127.25,5,6.36,120.89,16.57,8.76,146.22,Cash on Delivery,Express,2,3,Yes,No,None,Very Satisfied,19.8,6,No,Yes,Yes,Yes,7,112
ORD0009578,2023,10,Q4,No,Jumia,India,VIP Customer,35-44,Male,Email Campaign,Mobile,Jewelry & Accessories,521.03,1,521.03,0,0,521.03,0,84.75,605.78,Bank Transfer,Free Shipping,7,4,Yes,No,None,Dissatisfied,41.7,4,Yes,No,No,No,48,2160
ORD0009579,2022,7,Q3,Yes,Shopify Store,Pakistan,Returning Customer,25-34,Female,Influencer,Tablet,Health & Wellness,101.29,1,101.29,0,0,101.29,4.12,6.75,112.16,Credit Card,Standard,5,5,No,No,None,Very Satisfied,51.3,3,No,Yes,No,No,1,20
ORD0009580,2024,6,Q2,Yes,Amazon,Pakistan,Returning Customer,25-34,Male,Social Media,Mobile,Beauty & Personal Care,39.15,2,78.3,0,0,78.3,0,9.03,87.33,Cryptocurrency,Free Shipping,3,5,No,No,None,Dissatisfied,12.1,6,Yes,No,No,Yes,3,141
ORD0009581,2022,1,Q1,Yes,Noon,Saudi Arabia,VIP Customer,25-34,Female,Organic Search,Mobile,Fashion & Apparel,219.79,1,219.79,10,21.98,197.81,22.16,38.22,258.19,Debit Card,Express,3,4,No,No,None,Neutral,36.8,4,Yes,Yes,Yes,Yes,27,918
ORD0009582,2022,11,Q4,No,WooCommerce,UAE,Returning Customer,55-64,Female,Paid Ads,Mobile,Toys & Games,178.41,1,178.41,25,44.6,133.81,0,17.58,151.39,Debit Card,Free Shipping,6,4,Yes,No,None,Very Satisfied,35.7,7,No,Yes,Yes,Yes,2,44
ORD0009583,2021,11,Q4,No,eBay,Nigeria,VIP Customer,25-34,Female,Influencer,Desktop,Mobile & Tablets,832.61,2,1665.22,0,0,1665.22,11.06,316.16,1992.44,Mobile Wallet,Express,3,4,Yes,No,None,Satisfied,37.3,6,Yes,Yes,No,No,45,540
ORD0009584,2023,9,Q3,Yes,Amazon,Turkey,New Customer,25-34,Female,Direct,Desktop,Books & Education,12.43,1,12.43,15,1.86,10.57,5.4,1.4,17.37,PayPal,Standard,9,4,No,No,None,Very Satisfied,18,9,No,Yes,No,No,0,0
ORD0009585,2022,11,Q4,No,Shopify Store,USA,New Customer,55-64,Female,Paid Ads,Mobile,Electronics,722.66,1,722.66,0,0,722.66,0,63.85,786.51,Debit Card,Free Shipping,4,4,No,No,None,Satisfied,15.4,4,No,No,No,No,0,0
ORD0009586,2024,6,Q2,Yes,Daraz,Australia,Returning Customer,45-54,Male,Social Media,Mobile,Sports & Fitness,234.82,1,234.82,30,70.45,164.37,3.71,18.13,186.21,Credit Card,Standard,8,3,No,No,None,Very Satisfied,27.6,6,No,No,Yes,No,1,46
ORD0009587,2023,9,Q3,No,Amazon,Pakistan,Returning Customer,45-54,Female,Organic Search,Mobile,Electronics,844.27,3,2532.81,15,379.92,2152.89,19.08,327.3,2499.27,Credit Card,Express,2,4,No,No,None,Very Satisfied,12.8,1,No,No,No,No,1,10
ORD0009588,2023,11,Q4,Yes,Shopify Store,India,New Customer,45-54,Male,Organic Search,Mobile,Fashion & Apparel,142.57,2,285.14,5,14.26,270.88,3.87,50.21,324.96,Debit Card,Click & Collect,1,3,Yes,Yes,Defective Product,Neutral,30.6,5,Yes,Yes,Yes,No,0,0
ORD0009589,2024,10,Q4,No,Flipkart,Australia,Loyal Customer,25-34,Female,Paid Ads,Mobile,Books & Education,32.11,3,96.33,10,9.63,86.7,8.18,14.09,108.97,PayPal,Standard,9,3,No,No,None,Very Dissatisfied,17.9,6,No,No,Yes,No,7,294
ORD0009590,2024,8,Q3,Yes,Flipkart,Pakistan,VIP Customer,35-44,Male,Referral,Mobile,Home & Kitchen,359.91,2,719.82,5,35.99,683.83,3.8,65.32,752.95,Bank Transfer,Standard,7,3,No,Yes,Wrong Item,Neutral,45.4,7,Yes,No,No,No,41,1312
ORD0009591,2023,1,Q1,No,Jumia,India,VIP Customer,35-44,Female,Paid Ads,Desktop,Food & Grocery,39.77,1,39.77,20,7.95,31.82,21.58,2.91,56.31,Debit Card,Express,3,5,No,No,None,Satisfied,74.8,5,Yes,No,Yes,No,37,1443
ORD0009592,2024,3,Q1,No,Daraz,Canada,New Customer,25-34,Female,Social Media,Mobile,Fashion & Apparel,186.89,1,186.89,40,74.76,112.13,0,12.82,124.95,Credit Card,Free Shipping,3,5,Yes,No,None,Very Satisfied,66.1,5,Yes,No,Yes,No,0,0
ORD0009593,2022,7,Q3,No,Amazon,India,Returning Customer,45-54,Male,Social Media,Mobile,Sports & Fitness,400,2,800,0,0,800,15.57,80.12,895.69,Cash on Delivery,Express,3,4,No,No,None,Satisfied,136,7,No,No,No,No,3,72
ORD0009594,2021,10,Q4,Yes,Shopify Store,India,New Customer,55-64,Male,Referral,Tablet,Electronics,1854.62,1,1854.62,15,278.19,1576.43,0,296.33,1872.76,Mobile Wallet,Free Shipping,6,5,No,No,None,Very Satisfied,26,4,No,No,No,Yes,0,0
ORD0009595,2022,7,Q3,No,Amazon,UK,Loyal Customer,18-24,Female,Paid Ads,Desktop,Fashion & Apparel,148.13,3,444.39,20,88.88,355.51,5.22,28.18,388.91,PayPal,Standard,5,4,No,No,None,Very Satisfied,33.4,5,Yes,No,No,No,7,259
ORD0009596,2023,9,Q3,No,eBay,Bangladesh,Returning Customer,25-34,Female,Direct,Mobile,Home & Kitchen,154.27,1,154.27,15,23.14,131.13,16.45,25.75,173.33,Bank Transfer,Express,3,5,Yes,No,None,Very Satisfied,50.9,2,No,No,Yes,No,4,160
ORD0009597,2023,6,Q2,Yes,eBay,Indonesia,New Customer,65+,Female,App Notification,Mobile,Home & Kitchen,148.13,2,296.26,30,88.88,207.38,7.7,30.26,245.34,Credit Card,Standard,8,5,No,No,None,Satisfied,16.1,5,No,No,Yes,No,0,0
ORD0009598,2022,11,Q4,Yes,WooCommerce,India,New Customer,35-44,Female,Organic Search,Mobile,Fashion & Apparel,136.93,1,136.93,20,27.39,109.54,26.96,13.4,149.9,Buy Now Pay Later,Same Day,1,5,Yes,No,None,Very Dissatisfied,35.9,3,Yes,No,No,No,0,0
ORD0009599,2024,8,Q3,Yes,AliExpress,Turkey,Returning Customer,25-34,Female,Social Media,Desktop,Home & Kitchen,185.68,1,185.68,10,18.57,167.11,20.22,12.06,199.39,Cryptocurrency,Express,2,4,Yes,No,None,Satisfied,8.7,4,No,Yes,No,Yes,1,43
ORD0009600,2023,1,Q1,Yes,Daraz,USA,Inactive Customer,18-24,Female,Social Media,Desktop,Electronics,2000,2,4000,5,200,3800,7.02,504.11,4311.13,Cash on Delivery,Standard,7,4,Yes,No,None,Very Satisfied,10.5,8,No,No,No,Yes,1,23
ORD0009601,2021,5,Q2,Yes,Flipkart,Indonesia,Inactive Customer,45-54,Female,Social Media,Mobile,Mobile & Tablets,1209.93,1,1209.93,30,362.98,846.95,20.91,125.59,993.45,Cash on Delivery,Same Day,1,4,Yes,No,None,Satisfied,26.2,4,No,No,Yes,No,2,44
ORD0009602,2023,1,Q1,No,Daraz,Turkey,Loyal Customer,25-34,Male,Referral,Mobile,Home & Kitchen,284.81,3,854.43,15,128.16,726.27,0,72.78,799.05,Bank Transfer,Free Shipping,4,5,No,No,None,Neutral,106,5,No,No,No,Yes,13,195
ORD0009603,2023,8,Q3,Yes,eBay,UK,Returning Customer,25-34,Male,Paid Ads,Desktop,Toys & Games,105.6,1,105.6,25,26.4,79.2,13.02,9.18,101.4,Debit Card,Express,3,4,Yes,No,None,Satisfied,54.1,1,Yes,Yes,No,Yes,2,68
ORD0009604,2024,6,Q2,No,Daraz,Pakistan,Returning Customer,45-54,Female,Organic Search,Mobile,Fashion & Apparel,148.12,1,148.12,5,7.41,140.71,9.21,23.27,173.19,Credit Card,Standard,9,3,Yes,No,None,Very Satisfied,10.6,4,No,No,Yes,No,3,138
ORD0009605,2024,3,Q1,No,Shopify Store,Bangladesh,New Customer,45-54,Female,Referral,Mobile,Beauty & Personal Care,53.24,1,53.24,10,5.32,47.92,0,9.09,57.01,Debit Card,Free Shipping,7,4,No,No,None,Satisfied,10.7,8,No,No,No,No,0,0
ORD0009606,2021,5,Q2,No,Daraz,Egypt,Loyal Customer,35-44,Male,Organic Search,Desktop,Electronics,1094.29,1,1094.29,50,547.14,547.15,24.95,73.91,646.01,Credit Card,Express,2,4,No,No,None,Very Satisfied,32,6,Yes,No,No,No,10,110
ORD0009607,2024,6,Q2,No,WooCommerce,Nigeria,Loyal Customer,25-34,Female,Organic Search,Desktop,Fashion & Apparel,57.83,2,115.66,25,28.92,86.74,0,11.48,98.22,Bank Transfer,Free Shipping,6,4,Yes,No,None,Satisfied,44.8,7,Yes,No,No,No,6,288
ORD0009608,2024,12,Q4,Yes,Etsy,USA,Inactive Customer,25-34,Male,Organic Search,Tablet,Beauty & Personal Care,150,2,300,20,60,240,0,25.41,265.41,Debit Card,Free Shipping,4,5,No,No,None,Satisfied,11.9,2,No,No,No,No,0,0
ORD0009609,2022,12,Q4,No,Daraz,USA,Returning Customer,35-44,Male,Email Campaign,Tablet,Automotive,414.79,1,414.79,0,0,414.79,0,36.56,451.35,Debit Card,Free Shipping,3,3,No,No,None,Satisfied,22,4,No,Yes,No,Yes,2,80
ORD0009610,2023,1,Q1,No,WooCommerce,Saudi Arabia,New Customer,35-44,Male,Referral,Mobile,Home & Kitchen,275.01,2,550.02,30,165.01,385.01,22.59,60.91,468.51,Credit Card,Same Day,1,3,No,No,None,Very Satisfied,13.5,3,No,Yes,Yes,No,0,0
ORD0009611,2023,3,Q1,No,Amazon,Nigeria,Inactive Customer,55-64,Female,Paid Ads,Mobile,Home & Kitchen,269.8,2,539.6,5,26.98,512.62,2.41,71.25,586.28,Credit Card,Standard,6,2,No,No,None,Neutral,5.8,12,No,No,No,Yes,0,0
ORD0009612,2022,5,Q2,Yes,AliExpress,Pakistan,Returning Customer,25-34,Male,Organic Search,Desktop,Home & Kitchen,420.52,2,841.04,0,0,841.04,2.31,149.01,992.36,Debit Card,Standard,4,3,No,Yes,Defective Product,Neutral,13.4,8,No,Yes,No,No,3,66
ORD0009613,2021,11,Q4,No,AliExpress,India,Loyal Customer,35-44,Female,Paid Ads,Mobile,Home & Kitchen,260.12,1,260.12,5,13.01,247.11,0,19.56,266.67,Bank Transfer,Free Shipping,4,5,Yes,No,None,Very Satisfied,66.8,2,No,Yes,No,No,7,70
ORD0009614,2022,10,Q4,No,Flipkart,Nigeria,Returning Customer,25-34,Male,Organic Search,Mobile,Mobile & Tablets,526.83,3,1580.49,10,158.05,1422.44,0,267.16,1689.6,Debit Card,Free Shipping,4,3,No,No,None,Neutral,16.7,5,Yes,No,No,No,4,152
ORD0009615,2024,6,Q2,No,eBay,USA,Loyal Customer,18-24,Male,Social Media,Desktop,Health & Wellness,250,3,750,20,150,600,0,86.62,686.62,Credit Card,Free Shipping,3,1,No,Yes,Wrong Item,Very Satisfied,12.3,4,Yes,No,No,No,10,180
ORD0009616,2022,9,Q3,Yes,Flipkart,UAE,Inactive Customer,35-44,Male,Email Campaign,Desktop,Home & Kitchen,216.63,2,433.26,20,86.65,346.61,10.17,32.94,389.72,PayPal,Express,2,3,Yes,Yes,Defective Product,Satisfied,25.5,9,No,No,Yes,No,0,0
ORD0009617,2024,7,Q3,Yes,Daraz,Egypt,Loyal Customer,18-24,Male,Paid Ads,Tablet,Mobile & Tablets,363.3,1,363.3,0,0,363.3,0,25.79,389.09,Mobile Wallet,Free Shipping,3,4,Yes,No,None,Dissatisfied,26.3,6,No,No,No,No,12,312
ORD0009618,2024,4,Q2,No,WooCommerce,India,New Customer,55-64,Female,Email Campaign,Desktop,Fashion & Apparel,139.75,1,139.75,20,27.95,111.8,0,5.97,117.77,Debit Card,Free Shipping,3,5,No,No,None,Very Dissatisfied,63.6,5,Yes,Yes,Yes,No,0,0
ORD0009619,2024,4,Q2,Yes,Shopify Store,Saudi Arabia,VIP Customer,25-34,Female,Direct,Tablet,Electronics,725.32,2,1450.64,20,290.13,1160.51,2.83,201.68,1365.02,Buy Now Pay Later,Click & Collect,1,5,Yes,No,None,Very Satisfied,11.4,10,No,No,No,No,25,375
ORD0009620,2022,9,Q3,No,eBay,India,Inactive Customer,35-44,Male,Email Campaign,Mobile,Mobile & Tablets,992.19,1,992.19,0,0,992.19,22.49,94.06,1108.74,PayPal,Express,2,3,Yes,No,None,Satisfied,13.1,4,Yes,No,No,Yes,0,0
ORD0009621,2022,11,Q4,No,AliExpress,India,Returning Customer,55-64,Male,Organic Search,Desktop,Food & Grocery,99.48,2,198.96,15,29.84,169.12,0,20.5,189.62,Credit Card,Free Shipping,3,4,Yes,No,None,Very Satisfied,43.3,5,No,Yes,Yes,No,3,114
ORD0009622,2024,9,Q3,No,Amazon,Indonesia,Loyal Customer,45-54,Male,Direct,Desktop,Beauty & Personal Care,129.3,1,129.3,50,64.65,64.65,0,8.48,73.13,Cash on Delivery,Free Shipping,3,4,No,No,None,Very Satisfied,45,7,Yes,No,Yes,Yes,5,110
ORD0009623,2023,11,Q4,No,Amazon,Turkey,Loyal Customer,18-24,Female,Influencer,Tablet,Jewelry & Accessories,231.73,2,463.46,15,69.52,393.94,0,37.57,431.51,Debit Card,Free Shipping,4,4,No,No,None,Satisfied,39,10,No,No,Yes,No,12,396
ORD0009624,2023,11,Q4,No,WooCommerce,Nigeria,Loyal Customer,25-34,Male,Organic Search,Desktop,Beauty & Personal Care,131.59,1,131.59,20,26.32,105.27,15.67,17.61,138.55,Credit Card,Same Day,1,5,No,No,None,Neutral,31.2,7,Yes,No,Yes,Yes,5,225
ORD0009625,2022,9,Q3,Yes,Daraz,UK,Returning Customer,35-44,Female,Social Media,Desktop,Health & Wellness,98.73,1,98.73,5,4.94,93.79,0,10.01,103.8,Cash on Delivery,Free Shipping,4,3,Yes,No,None,Satisfied,17,2,No,Yes,No,Yes,1,13
ORD0009626,2023,9,Q3,Yes,Etsy,Nigeria,VIP Customer,25-34,Female,Paid Ads,Mobile,Sports & Fitness,252.28,1,252.28,5,12.61,239.67,34.34,15.49,289.5,Buy Now Pay Later,Same Day,1,2,Yes,Yes,Wrong Item,Satisfied,42.2,4,Yes,No,No,No,44,1980
ORD0009627,2023,9,Q3,No,eBay,India,New Customer,18-24,Female,Social Media,Mobile,Jewelry & Accessories,705.11,1,705.11,20,141.02,564.09,26.5,98.27,688.86,Cash on Delivery,Same Day,1,3,No,No,None,Satisfied,19.5,2,No,Yes,Yes,Yes,0,0
ORD0009628,2021,10,Q4,No,eBay,USA,VIP Customer,25-34,Male,Organic Search,Mobile,Mobile & Tablets,977.31,1,977.31,20,195.46,781.85,23.72,103.5,909.07,Cash on Delivery,Express,3,4,No,No,None,Satisfied,6.6,5,No,Yes,No,No,45,2070
ORD0009629,2023,3,Q1,No,Daraz,Germany,Loyal Customer,35-44,Female,Organic Search,Mobile,Fashion & Apparel,188.84,1,188.84,5,9.44,179.4,5.13,34.85,219.38,Credit Card,Standard,6,4,Yes,No,None,Neutral,14.5,9,No,No,No,Yes,8,168
ORD0009630,2021,7,Q3,No,WooCommerce,India,VIP Customer,25-34,Male,Influencer,Desktop,Fashion & Apparel,66.32,1,66.32,20,13.26,53.06,0,6.96,60.02,Credit Card,Free Shipping,5,3,No,No,None,Satisfied,83.8,4,Yes,Yes,No,No,48,1968
ORD0009631,2023,1,Q1,No,Amazon,Bangladesh,Loyal Customer,65+,Female,Social Media,Desktop,Jewelry & Accessories,223.61,1,223.61,40,89.44,134.17,0,25.38,159.55,Debit Card,Free Shipping,4,4,No,No,None,Very Satisfied,27.6,4,No,Yes,Yes,No,12,360
ORD0009632,2023,4,Q2,Yes,Shopify Store,Australia,Inactive Customer,35-44,Female,Email Campaign,Desktop,Toys & Games,200,1,200,0,0,200,14.64,38.66,253.3,Bank Transfer,Express,3,4,Yes,No,None,Very Satisfied,7.8,7,Yes,No,No,No,2,64
ORD0009633,2024,11,Q4,Yes,Daraz,Germany,Returning Customer,18-24,Female,Referral,Desktop,Sports & Fitness,254.99,4,1019.96,0,0,1019.96,0,60.94,1080.9,Bank Transfer,Free Shipping,7,1,No,Yes,Defective Product,Satisfied,32.6,8,Yes,No,Yes,No,2,86
ORD0009634,2024,7,Q3,No,WooCommerce,UK,New Customer,25-34,Female,Referral,Desktop,Electronics,2000,4,8000,5,400,7600,5.03,457.76,8062.79,Credit Card,Standard,7,5,Yes,No,None,Very Satisfied,16.8,8,No,No,No,No,0,0
ORD0009635,2023,4,Q2,Yes,Shopify Store,USA,Inactive Customer,25-34,Female,Social Media,Mobile,Jewelry & Accessories,740.91,1,740.91,10,74.09,666.82,1.21,51.37,719.4,Bank Transfer,Click & Collect,2,4,Yes,No,None,Very Satisfied,29,6,No,No,No,No,1,44
ORD0009636,2021,9,Q3,Yes,Flipkart,Pakistan,New Customer,55-64,Male,Organic Search,Mobile,Electronics,592.13,1,592.13,15,88.82,503.31,17.47,29.9,550.68,Credit Card,Express,3,4,No,No,None,Very Satisfied,37.9,6,No,No,Yes,No,0,0
ORD0009637,2022,5,Q2,No,WooCommerce,Indonesia,Returning Customer,25-34,Male,Referral,Desktop,Health & Wellness,129.08,1,129.08,30,38.72,90.36,36.99,14.49,141.84,Mobile Wallet,Same Day,1,1,Yes,No,None,Satisfied,18.7,9,No,Yes,No,No,3,105
ORD0009638,2024,12,Q4,Yes,Flipkart,Indonesia,New Customer,25-34,Male,Social Media,Desktop,Books & Education,41.12,2,82.24,15,12.34,69.9,13.75,11.32,94.97,PayPal,Express,2,3,No,Yes,Changed Mind,Satisfied,5.8,5,Yes,Yes,Yes,Yes,0,0
ORD0009639,2022,6,Q2,No,Amazon,Saudi Arabia,Inactive Customer,35-44,Female,Paid Ads,Tablet,Home & Kitchen,114.5,1,114.5,0,0,114.5,9.59,14.65,138.74,PayPal,Standard,7,4,Yes,No,None,Very Satisfied,13.1,6,Yes,Yes,Yes,No,1,26
ORD0009640,2022,12,Q4,No,Flipkart,India,VIP Customer,35-44,Male,Social Media,Mobile,Fashion & Apparel,169.22,1,169.22,0,0,169.22,4.75,27.88,201.85,Credit Card,Click & Collect,2,4,No,No,None,Neutral,8.6,8,Yes,No,No,No,40,1800
ORD0009641,2021,8,Q3,No,Noon,Pakistan,New Customer,18-24,Prefer not to say,Influencer,Desktop,Home & Kitchen,185.4,2,370.8,0,0,370.8,0,41.86,412.66,Credit Card,Free Shipping,4,1,Yes,No,None,Neutral,23.9,5,No,Yes,Yes,No,0,0
ORD0009642,2022,8,Q3,No,Flipkart,Pakistan,Loyal Customer,45-54,Male,Email Campaign,Mobile,Electronics,1519.64,3,4558.92,10,455.89,4103.03,20.68,349.25,4472.96,Cash on Delivery,Express,3,3,Yes,No,None,Satisfied,3.5,4,Yes,No,No,No,9,243
ORD0009643,2022,11,Q4,Yes,eBay,Saudi Arabia,New Customer,35-44,Male,Email Campaign,Desktop,Fashion & Apparel,190.74,1,190.74,20,38.15,152.59,0,15.96,168.55,Credit Card,Free Shipping,5,4,Yes,No,None,Very Satisfied,45.4,8,Yes,Yes,No,No,0,0
ORD0009644,2024,1,Q1,No,Amazon,Nigeria,Loyal Customer,35-44,Female,Social Media,Mobile,Beauty & Personal Care,150,1,150,20,30,120,2.4,7.7,130.1,Debit Card,Standard,9,5,Yes,No,None,Very Satisfied,43.9,4,No,No,No,No,6,174
ORD0009645,2024,3,Q1,Yes,Amazon,USA,New Customer,25-34,Female,Social Media,Mobile,Books & Education,34.16,2,68.32,10,6.83,61.49,0,10.14,71.63,Credit Card,Free Shipping,3,3,No,No,None,Satisfied,65.5,10,No,No,Yes,No,0,0
ORD0009646,2024,9,Q3,Yes,Daraz,Canada,New Customer,25-34,Female,Organic Search,Desktop,Books & Education,21.38,1,21.38,5,1.07,20.31,2.59,2.56,25.46,Credit Card,Standard,6,3,No,No,None,Satisfied,26.2,12,Yes,Yes,No,Yes,0,0
ORD0009647,2021,11,Q4,No,eBay,Pakistan,Loyal Customer,35-44,Female,Social Media,Desktop,Jewelry & Accessories,367.52,3,1102.56,40,441.02,661.54,2.76,47.66,711.96,Debit Card,Standard,9,4,Yes,No,None,Neutral,10.3,5,Yes,No,No,No,11,132
ORD0009648,2022,11,Q4,No,Daraz,Saudi Arabia,Loyal Customer,35-44,Female,Organic Search,Mobile,Sports & Fitness,284.68,1,284.68,15,42.7,241.98,3.27,18.59,263.84,Credit Card,Standard,6,5,No,No,None,Very Satisfied,6.2,6,No,Yes,No,No,7,98
ORD0009649,2021,4,Q2,No,Flipkart,Bangladesh,Loyal Customer,25-34,Male,Email Campaign,Desktop,Automotive,454.2,2,908.4,0,0,908.4,6.49,158.07,1072.96,Cash on Delivery,Standard,5,5,Yes,No,None,Satisfied,122.8,8,Yes,No,No,No,14,462
ORD0009650,2024,3,Q1,No,WooCommerce,Bangladesh,New Customer,18-24,Female,Paid Ads,Mobile,Health & Wellness,217.38,2,434.76,0,0,434.76,25.47,76.54,536.77,Debit Card,Same Day,1,5,No,No,None,Satisfied,124.7,8,No,No,Yes,No,0,0
ORD0009651,2021,11,Q4,Yes,eBay,Germany,New Customer,18-24,Male,Email Campaign,Mobile,Home & Kitchen,278,1,278,0,0,278,37.8,15.77,331.57,Debit Card,Same Day,1,5,No,No,None,Very Satisfied,8.3,7,No,Yes,Yes,Yes,0,0
ORD0009652,2023,7,Q3,No,WooCommerce,Pakistan,VIP Customer,35-44,Male,Organic Search,Tablet,Health & Wellness,204.43,1,204.43,25,51.11,153.32,2.79,12.6,168.71,Debit Card,Standard,7,2,Yes,Yes,Wrong Item,Satisfied,85.7,1,No,No,Yes,No,25,750
ORD0009653,2021,3,Q1,No,Jumia,USA,Inactive Customer,25-34,Female,Paid Ads,Mobile,Fashion & Apparel,191.76,1,191.76,15,28.76,163,0,31.62,194.62,Bank Transfer,Free Shipping,5,5,Yes,No,None,Neutral,3.2,3,Yes,No,No,No,1,38
ORD0009654,2022,10,Q4,Yes,Daraz,Canada,New Customer,18-24,Male,Organic Search,Mobile,Fashion & Apparel,67.66,5,338.3,15,50.74,287.56,3.65,29.46,320.67,Cash on Delivery,Standard,4,5,Yes,No,None,Very Satisfied,17.8,10,Yes,No,Yes,No,0,0
ORD0009655,2022,11,Q4,No,WooCommerce,Egypt,Returning Customer,25-34,Female,Influencer,Tablet,Health & Wellness,104.23,1,104.23,15,15.63,88.6,5.11,16.12,109.83,Cash on Delivery,Standard,8,4,No,No,None,Very Satisfied,41.5,6,No,Yes,No,No,1,12
ORD0009656,2021,11,Q4,Yes,Shopify Store,Egypt,Inactive Customer,35-44,Female,Paid Ads,Smart TV App,Health & Wellness,184.04,1,184.04,10,18.4,165.64,3.7,21.87,191.21,PayPal,Standard,8,5,No,No,None,Satisfied,16,6,No,No,No,No,1,25
ORD0009657,2023,1,Q1,Yes,WooCommerce,Pakistan,Loyal Customer,45-54,Male,Referral,Desktop,Home & Kitchen,350.42,1,350.42,0,0,350.42,34.29,56.95,441.66,Cash on Delivery,Same Day,1,2,No,No,None,Neutral,52.5,4,No,No,Yes,No,14,266
ORD0009658,2024,1,Q1,Yes,Shopify Store,Germany,New Customer,25-34,Male,Email Campaign,Mobile,Electronics,514.14,1,514.14,20,102.83,411.31,8.95,37.1,457.36,Credit Card,Express,3,4,No,No,None,Neutral,3,4,No,Yes,Yes,No,0,0
ORD0009659,2024,12,Q4,Yes,Amazon,Germany,New Customer,25-34,Female,Organic Search,Smart TV App,Electronics,1121.89,1,1121.89,25,280.47,841.42,27.51,91.33,960.26,Credit Card,Same Day,1,5,No,No,None,Very Satisfied,54.6,5,Yes,No,No,No,0,0
